Predio;I.D. Faena;Nå¡ Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;Nå¡ AutorizaciÌ?n SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;Nå¡ Aplica Periodo.;Nå¼ aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. TÌ©rmino;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;ConcentraciÌ?n;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador TÌ©cnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
Camino Truncado, Puente Alto y La Chimbera;70.267;;;Fiesta;17/11/2025;;p-144;Nutri 1075M;;;;166,544;Litros;0,000;Hectareas;59,480;;;0,00;0,00;Total;1;0;La Chimbera;23;23;2,80;16/11/2025;23:00:00;17/11/2025;08:00:00;0;0;0;18/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,1;;0;;0;5;2.166,528;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;70.132;70132;Uva;Flame;16/11/2025;Flor/Envero;p-169;Nutri 050 V;;;;134,053;Litros;0,000;Hectareas;52,570;2,55;134,05;0,00;0,00;Total;1;0;Puente Alto;3;3;5,11;16/11/2025;11:00:00;16/11/2025;08:00:00;0;0;0;17/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;330,199;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;70.132;70132;Uva;Flame;16/11/2025;Flor/Envero;p-144;Nutri 1075M;;;;193,057;Litros;0,000;Hectareas;75,709;2,55;193,05;0,00;0,00;Total;1;0;Puente Alto;3;3;5,11;16/11/2025;11:00:00;16/11/2025;08:00:00;0;0;0;17/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;652,618;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;70.137;70137;Uva;Flame;16/11/2025;Envero/Cosecha;p-169;Nutri 050 V;;;;115,654;Litros;0,000;Hectareas;52,570;2,20;115,65;0,00;0,00;Total;1;0;Puente Alto;4;4;4,44;16/11/2025;11:00:00;16/11/2025;08:00:00;0;0;0;17/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;269,494;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;70.137;70137;Uva;Flame;16/11/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;166,559;Litros;0,000;Hectareas;75,709;2,20;166,55;0,00;0,00;Total;1;0;Puente Alto;4;4;4,44;16/11/2025;11:00:00;16/11/2025;08:00:00;0;0;0;17/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;526,999;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;70.122;70122;Uva;Flame;15/11/2025;G. 8-10 mm;p-301;GALAN;;;;3,000;Litros;0,000;Hectareas;0,000;5,11;0,00;0,00;0,00;Total;5;0;Puente Alto;3;3;5,11;15/11/2025;06:00:00;15/11/2025;10:00:00;0;0;0;16/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;5;15,474;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;70.124;70124;Uva;Selma;15/11/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;321,094;Litros;0,000;Hectareas;68,610;4,68;321,09;0,00;0,00;Total;2;0;Puente Alto;1;1;4,68;15/11/2025;11:00:00;15/11/2025;08:00:00;0;0;0;16/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;802,759;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;70.125;70125;Uva;Selma;15/11/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;78,441;Litros;0,000;Hectareas;68,210;1,15;78,44;0,00;0,00;Total;2;0;Puente Alto;7;7;1,15;15/11/2025;11:00:00;15/11/2025;08:00:00;0;0;0;16/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;196,799;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;70.126;70126;Uva;Arizul;15/11/2025;Flor/Envero;p-169;Nutri 050 V;;;;109,620;Litros;0,000;Hectareas;47,250;2,32;109,62;0,00;0,00;Total;2;0;Puente Alto;5;5;2,32;15/11/2025;08:00:00;15/11/2025;05:00:00;0;0;0;16/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;219,240;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;70.127;70127;Uva;Arizul;15/11/2025;Flor/Envero;p-169;Nutri 050 V;;;;165,375;Litros;0,000;Hectareas;47,250;3,50;165,37;0,00;0,00;Total;2;0;Puente Alto;6;6;3,50;15/11/2025;08:00:00;15/11/2025;05:00:00;0;0;0;16/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;330,750;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.761;;;Flame;14/11/2025;;p-109;ACIDO-FOSFORICO;;;;0,120;Litros;0,000;Hectareas;0,055;2,20;0,12;0,00;0,00;Total;3;0;La Chimbera;17;17;2,20;14/11/2025;06:30:00;14/11/2025;11:30:00;0;0;0;15/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;8;1,800;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.761;;;Flame;14/11/2025;;p-113;ADHERENTE;;;;0,120;Litros;0,000;Hectareas;0,055;2,20;0,12;0,00;0,00;Total;3;0;La Chimbera;17;17;2,20;14/11/2025;06:30:00;14/11/2025;11:30:00;0;0;0;15/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;8;1,800;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.761;;;Flame;14/11/2025;;p-149;Roundup Top;;;;4,000;Litros;0,000;Hectareas;1,818;2,20;3,99;0,00;0,00;Total;1;0;La Chimbera;17;17;2,20;14/11/2025;06:30:00;14/11/2025;11:30:00;0;0;0;15/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;2;6,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.762;;;Fiesta;14/11/2025;;p-109;ACIDO-FOSFORICO;;;;0,060;Litros;0,000;Hectareas;0,014;;;0,00;0,00;Total;3;0;La Chimbera;20;20;4,40;14/11/2025;11:30:00;14/11/2025;14:30:00;0;0;0;15/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;6;1,651;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.762;;;Fiesta;14/11/2025;;p-113;ADHERENTE;;;;0,060;Litros;0,000;Hectareas;0,014;;;0,00;0,00;Total;3;0;La Chimbera;20;20;4,40;14/11/2025;11:30:00;14/11/2025;14:30:00;0;0;0;15/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;6;1,650;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.762;;;Fiesta;14/11/2025;;p-149;Roundup Top;;;;2,000;Litros;0,000;Hectareas;0,455;;;0,00;0,00;Total;1;0;La Chimbera;20;20;4,40;14/11/2025;11:30:00;14/11/2025;14:30:00;0;0;0;15/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;1;2,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.763;;;Flame;14/11/2025;;p-109;ACIDO-FOSFORICO;;;;0,600;Litros;0,000;Hectareas;0,162;;;0,00;0,00;Total;3;0;La Chimbera;15;15;3,70;3/11/2025;06:00:00;3/11/2025;10:00:00;0;0;0;4/11/2025;;;Confirmada;APLICACIONES;AF - G. PIMIENTA;;;0;;;;;;;;$ 0,0;;0;;0;9;3,570;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.763;;;Flame;14/11/2025;;p-113;ADHERENTE;;;;0,600;Litros;0,000;Hectareas;0,162;;;0,00;0,00;Total;3;0;La Chimbera;15;15;3,70;3/11/2025;06:00:00;3/11/2025;10:00:00;0;0;0;4/11/2025;;;Confirmada;APLICACIONES;AF - G. PIMIENTA;;;0;;;;;;;;$ 0,0;;0;;0;9;3,570;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.763;;;Flame;14/11/2025;;p-111;SULFATO DE ZINC;;;;6,000;Kilos;0,000;Hectareas;1,622;;;0,00;0,00;Total;2;0;La Chimbera;15;15;3,70;3/11/2025;06:00:00;3/11/2025;10:00:00;0;0;0;4/11/2025;;;Confirmada;APLICACIONES;AF - G. PIMIENTA;;;0;;;;;;;;$ 0,0;;0;;0;4;22,500;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.763;;;Flame;14/11/2025;;p-110;SULFATO DE MAGNESIO X 25 K MANUCHARD ;;;;6,000;Kilos;0,000;Hectareas;1,622;;;0,00;0,00;Total;1;0;La Chimbera;15;15;3,70;3/11/2025;06:00:00;3/11/2025;10:00:00;0;0;0;4/11/2025;;;Confirmada;APLICACIONES;AF - G. PIMIENTA;;;0;;;;;;;;$ 0,0;;0;;0;2;12,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.763;;;Flame;14/11/2025;;p-89;AZUFRE;;;;6,000;Kilos;0,000;Hectareas;1,622;;;0,00;0,00;Total;1;0;La Chimbera;15;15;3,70;3/11/2025;06:00:00;3/11/2025;10:00:00;0;0;0;4/11/2025;;;Confirmada;APLICACIONES;AF - G. PIMIENTA;;;0;;;;;;;;$ 0,0;;0;;0;2;12,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.763;;;Flame;14/11/2025;;p-128;UREA;;;;20,000;Kilos;0,000;Hectareas;5,405;;;0,00;0,00;Total;1;0;La Chimbera;15;15;3,70;3/11/2025;06:00:00;3/11/2025;10:00:00;0;0;0;4/11/2025;;;Confirmada;APLICACIONES;AF - G. PIMIENTA;;;0;;;;;;;;$ 0,0;;0;;0;3;55,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.763;;;Flame;14/11/2025;;p-63;GIBERELINA-kgs;;;;0,600;Kilos;0,000;Hectareas;0,162;;;0,00;0,00;Total;2;0;La Chimbera;15;15;3,70;3/11/2025;06:00:00;3/11/2025;10:00:00;0;0;0;4/11/2025;;;Confirmada;APLICACIONES;AF - G. PIMIENTA;;;0;;;;;;;;$ 0,0;;0;;0;5;1,901;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;70.121;70121;Uva;Flame;14/11/2025;G. 8-10 mm;p-301;GALAN;;;;6,000;Litros;0,000;Hectareas;0,000;5,11;0,00;0,00;0,00;Total;4;0;Puente Alto;3;3;5,11;14/11/2025;06:30:00;14/11/2025;02:30:00;0;0;0;15/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;4;12,474;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;70.123;70123;Uva;Flame;14/11/2025;Flor/Envero;p-169;Nutri 050 V;;;;249,984;Litros;0,000;Hectareas;48,730;5,13;249,98;0,00;0,00;Total;2;0;Puente Alto;2;2;5,13;14/11/2025;08:00:00;14/11/2025;05:00:00;0;0;0;15/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;499,984;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.675;69675;Uva;Arizul;13/11/2025;Flor/Envero;p-169;Nutri 050 V;;;;109,620;Litros;0,000;Hectareas;47,250;2,32;109,62;0,00;0,00;Total;1;0;Puente Alto;5;5;2,32;13/11/2025;08:00:00;13/11/2025;05:00:00;0;0;0;14/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;109,620;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.676;69676;Uva;Arizul;13/11/2025;Flor/Envero;p-169;Nutri 050 V;;;;165,375;Litros;0,000;Hectareas;47,250;3,50;165,37;0,00;0,00;Total;1;0;Puente Alto;6;6;3,50;13/11/2025;08:00:00;13/11/2025;05:00:00;0;0;0;14/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;165,375;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.726;69726;Uva;Selma;13/11/2025;G. 8-10 mm;p-302;GLISFOSATO;;;;3,000;Litros;0,000;Hectareas;0,000;1,15;0,00;0,00;0,00;Total;1;0;Puente Alto;7;7;1,15;13/11/2025;06:30:00;13/11/2025;02:30:00;0;0;0;14/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;3,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.757;;;Flame;13/11/2025;;p-149;Roundup Top;;;;4,000;Litros;0,000;Hectareas;1,818;;;0,00;0,00;Total;1;0;La Chimbera;19;19;2,20;13/11/2025;06:30:00;13/11/2025;10:30:00;0;0;0;14/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;2;7,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.757;;;Flame;13/11/2025;;p-109;ACIDO-FOSFORICO;;;;0,120;Litros;0,000;Hectareas;0,055;;;0,00;0,00;Total;2;0;La Chimbera;19;19;2,20;13/11/2025;06:30:00;13/11/2025;10:30:00;0;0;0;14/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;6;1,770;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.757;;;Flame;13/11/2025;;p-113;ADHERENTE;;;;0,120;Litros;0,000;Hectareas;0,055;;;0,00;0,00;Total;2;0;La Chimbera;19;19;2,20;13/11/2025;06:30:00;13/11/2025;10:30:00;0;0;0;14/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;6;1,770;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;70.12;70120;Uva;Flame;13/11/2025;G. 8-10 mm;p-301;GALAN;;;;3,000;Litros;0,000;Hectareas;0,000;5,11;0,00;0,00;0,00;Total;3;0;Puente Alto;3;3;5,11;13/11/2025;06:30:00;13/11/2025;02:30:00;0;0;0;14/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;6,474;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.662;69662;Uva;Flame;12/11/2025;Flor/Envero;p-169;Nutri 050 V;;;;196,146;Litros;0,000;Hectareas;76,920;2,55;196,14;0,00;0,00;Total;1;0;Puente Alto;3;3;5,11;12/11/2025;08:00:00;12/11/2025;05:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;196,146;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.662;69662;Uva;Flame;12/11/2025;Flor/Envero;p-144;Nutri 1075M;;;;459,561;Litros;0,000;Hectareas;180,220;2,55;459,56;0,00;0,00;Total;1;0;Puente Alto;3;3;5,11;12/11/2025;08:00:00;12/11/2025;05:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;459,561;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.664;69664;Uva;Flame;12/11/2025;Flor/Envero;p-169;Nutri 050 V;;;;153,840;Litros;0,000;Hectareas;76,920;2,00;153,83;0,00;0,00;Total;1;0;Puente Alto;4;4;4,44;12/11/2025;08:00:00;12/11/2025;05:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;153,840;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.664;69664;Uva;Flame;12/11/2025;Flor/Envero;p-144;Nutri 1075M;;;;360,440;Litros;0,000;Hectareas;180,220;2,00;360,44;0,00;0,00;Total;1;0;Puente Alto;4;4;4,44;12/11/2025;08:00:00;12/11/2025;05:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;360,440;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.719;69719;Uva;Arizul;12/11/2025;G. 8-10 mm;p-302;GLISFOSATO;;;;3,000;Litros;0,000;Hectareas;0,000;3,50;0,00;0,00;0,00;Total;7;0;Puente Alto;6;6;3,50;12/11/2025;06:30:00;12/11/2025;02:30:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;7;24,500;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.72;69720;Uva;Selma;12/11/2025;G. 8-10 mm;p-301;GALAN;;;;1,500;Litros;0,000;Hectareas;0,000;4,68;0,00;0,00;0,00;Total;5;0;Puente Alto;1;1;4,68;12/11/2025;06:30:00;12/11/2025;02:30:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;5;211,554;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.724;69724;Uva;Flame;12/11/2025;G. 8-10 mm;p-301;GALAN;;;;1,500;Litros;0,000;Hectareas;1,500;5,13;7,69;0,00;0,00;Total;3;0;Puente Alto;2;2;5,13;12/11/2025;10:00:00;12/11/2025;02:30:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;203,314;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.749;;;Flame;12/11/2025;;p-144;Nutri 1075M;;;;594,035;Litros;0,000;Hectareas;160,550;;;0,00;0,00;Total;1;0;La Chimbera;15;15;3,70;11/11/2025;23:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,5;;0;;0;4;2.376,141;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.749;;;Flame;12/11/2025;;p-169;Nutri 050 V;;;;190,069;Litros;0,000;Hectareas;51,370;;;0,00;0,00;Total;1;0;La Chimbera;15;15;3,70;11/11/2025;23:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,1;;0;;0;1;190,069;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.75;;;Flame;12/11/2025;;p-144;Nutri 1075M;;;;353,210;Litros;0,000;Hectareas;160,550;;;0,00;0,00;Total;1;0;La Chimbera;17;17;2,20;11/11/2025;23:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,3;;0;;0;4;1.412,841;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.75;;;Flame;12/11/2025;;p-169;Nutri 050 V;;;;113,014;Litros;0,000;Hectareas;51,370;;;0,00;0,00;Total;1;0;La Chimbera;17;17;2,20;11/11/2025;23:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,1;;0;;0;1;113,014;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.751;;;Flame;12/11/2025;;p-144;Nutri 1075M;;;;353,210;Litros;0,000;Hectareas;160,550;;;0,00;0,00;Total;1;0;La Chimbera;19;19;2,20;11/11/2025;23:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,3;;0;;0;4;1.412,841;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.751;;;Flame;12/11/2025;;p-169;Nutri 050 V;;;;113,014;Litros;0,000;Hectareas;51,370;;;0,00;0,00;Total;1;0;La Chimbera;19;19;2,20;11/11/2025;23:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,1;;0;;0;1;113,014;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.752;;;Arizul;12/11/2025;;p-144;Nutri 1075M;;;;449,540;Litros;0,000;Hectareas;160,550;;;0,00;0,00;Total;1;0;La Chimbera;25;25;2,80;11/11/2025;23:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,4;;0;;0;4;1.798,161;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.752;;;Arizul;12/11/2025;;p-169;Nutri 050 V;;;;143,836;Litros;0,000;Hectareas;51,370;;;0,00;0,00;Total;1;0;La Chimbera;25;25;2,80;11/11/2025;23:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,1;;0;;0;1;143,836;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.549;69549;Uva;Arizul;12/11/2025;G. 8-10 mm;p-113;ADHERENTE;;;;1,050;Litros;0,000;Hectareas;0,300;3,50;1,05;0,00;0,00;Total;6;0;Puente Alto;6;6;3,50;12/11/2025;06:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;AF - G 8-10 MM;;;0;;;;;;;marcelow;$ 0,0;;0;;0;6;2,800;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.549;69549;Uva;Arizul;12/11/2025;G. 8-10 mm;p-109;ACIDO-FOSFORICO;;;;1,050;Litros;0,000;Hectareas;0,300;3,50;1,05;0,00;0,00;Total;5;0;Puente Alto;6;6;3,50;12/11/2025;06:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;AF - G 8-10 MM;;;0;;;;;;;marcelow;$ 0,0;;0;;0;5;2,500;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.549;69549;Uva;Arizul;12/11/2025;G. 8-10 mm;p-128;UREA;;;;35,000;Kilos;0,000;Hectareas;10,000;3,50;35,00;0,00;0,00;Total;5;0;Puente Alto;6;6;3,50;12/11/2025;06:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;AF - G 8-10 MM;;;0;;;;;;;marcelow;$ 0,0;;0;;0;5;70,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.549;69549;Uva;Arizul;12/11/2025;G. 8-10 mm;p-110;SULFATO DE MAGNESIO X 25 K MANUCHARD ;;;;10,500;Kilos;0,000;Hectareas;3,000;3,50;10,50;0,00;0,00;Total;1;0;Puente Alto;6;6;3,50;12/11/2025;06:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;AF - G 8-10 MM;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;10,500;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.549;69549;Uva;Arizul;12/11/2025;G. 8-10 mm;p-111;SULFATO DE ZINC;;;;10,500;Kilos;0,000;Hectareas;3,000;3,50;10,50;0,00;0,00;Total;5;0;Puente Alto;6;6;3,50;12/11/2025;06:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;AF - G 8-10 MM;;;0;;;;;;;marcelow;$ 0,0;;0;;0;5;21,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.549;69549;Uva;Arizul;12/11/2025;G. 8-10 mm;p-89;AZUFRE;;;;10,500;Kilos;0,000;Hectareas;3,000;3,50;10,50;0,00;0,00;Total;1;0;Puente Alto;6;6;3,50;12/11/2025;06:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;AF - G 8-10 MM;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;10,500;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.551;69551;Uva;Selma;12/11/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;481,665;Litros;0,000;Hectareas;102,920;4,68;481,66;0,00;0,00;Total;1;0;Puente Alto;1;1;4,68;12/11/2025;11:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;481,665;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.552;69552;Uva;Selma;12/11/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;118,358;Litros;0,000;Hectareas;102,920;1,15;118,35;0,00;0,00;Total;1;0;Puente Alto;7;7;1,15;12/11/2025;11:00:00;12/11/2025;08:00:00;0;0;0;13/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;118,358;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.442;69442;Uva;Selma;11/11/2025;G. 8-10 mm;p-109;ACIDO-FOSFORICO;;;;1,404;Litros;0,000;Hectareas;0,300;4,68;1,40;0,00;0,00;Total;7;0;Puente Alto;1;1;4,68;11/11/2025;06:00:00;11/11/2025;01:00:00;0;0;0;12/11/2025;;;Confirmada;APLICACIONES;AF - G 8-10 MM;;;0;;;;;;;marcelow;$ 0,0;;0;;0;7;7,366;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;69.442;69442;Uva;Selma;11/11/2025;G. 8-10 mm;p-113;ADHERENTE;;;;1,404;Litros;0,000;Hectareas;0,300;4,68;1,40;0,00;0,00;Total;7;0;Puente Alto;1;1;4,68;11/11/2025;06:00:00;11/11/2025;01:00:00;0;0;0;12/11/2025;;;Confirmada;APLICACIONES;AF - G 8-10 MM;;;0;;;;;;;marcelow;$ 0,0;;0;;0;7;7,366;Real;;;;;
