Finca;Predio;Cuartel;Variedad;Has;Año;Ciclo;Kg;Estado;Referencia
El Espejo;EEII;5;Selma;5,54;2024;2023-2024;24703,08151;Pasa;El Espejo II 5 2024
El Espejo;EEII;5;Selma;5,54;2025;2024-2025;30.201;Pasa;El Espejo II 5 2025
El Espejo;EEII;6;Selma;5,54;2022;2021-2022;6.420;Pasa;El Espejo II 6 2022
El Espejo;EEII;6;Selma;5,54;2023;2022-2023;26.013;Pasa;El Espejo II 6 2023
El Espejo;EEII;6;Selma;5,54;2024;2023-2024;35570,9853;Pasa;El Espejo II 6 2024
El Espejo;EEII;6;Selma;5,54;2025;2024-2025;34.796;Pasa;El Espejo II 6 2025
El Espejo;EEII;7;Selma;5,54;2023;2022-2023;4.834;Pasa;El Espejo II 7 2023
El Espejo;EEII;7;Selma;5,54;2024;2023-2024;1831,736234;Pasa;El Espejo II 7 2024
El Espejo;EEII;7;Selma;5,54;2025;2024-2025;19.530;Pasa;El Espejo II 7 2025
El Espejo;EEII;8;Selma;5,54;2022;2021-2022;395;Pasa;El Espejo II 8 2022
El Espejo;EEII;8;Selma;5,54;2023;2022-2023;6.679;Pasa;El Espejo II 8 2023
El Espejo;EEII;8;Selma;5,54;2024;2023-2024;3587,150126;Pasa;El Espejo II 8 2024
El Espejo;EEII;8;Selma;5,54;2025;2024-2025;28.040;Pasa;El Espejo II 8 2025
El Espejo;EEIII;22;Fiesta;3,64;2024;2023-2024;305,2893724;Pasa;El Espejo III 22 2024
El Espejo;EEIII;30;Fiesta;4,32;2025;2024-2025;3.611;Pasa;El Espejo III 30 2025
El Espejo;EEIII;23;Fiesta;3,64;2024;2023-2024;305,2893724;Pasa;El Espejo III 23 2024
El Espejo;EEIII;31;Fiesta;4,26;2025;2024-2025;18.920;Uva;El Espejo III 31 2025
El Espejo;EEIII;31;Fiesta;4,26;2025;2024-2025;5.100;Pasa;El Espejo III 31 2025
El Espejo;EEIII;32;Flame;4,54;2025;2024-2025;14.720;Uva;El Espejo III 32 2025
El Espejo;EEIII;32;Flame;4,54;2025;2024-2025;3.903;Pasa;El Espejo III 32 2025
El Espejo;EEIII;33;Fiesta;4,26;2025;2024-2025;13.444;Uva;El Espejo III 33 2025
El Espejo;EEIII;33;Fiesta;4,26;2025;2024-2025;3.624;Pasa;El Espejo III 33 2025
El Espejo;EEIII;34;Fiesta;4,26;2025;2024-2025;20.750;Uva;El Espejo III 34 2025
El Espejo;EEIII;34;Fiesta;4,26;2025;2024-2025;5.593;Pasa;El Espejo III 34 2025
El Espejo;EEIII;35;Flame;4,32;2025;2024-2025;15.040;Uva;El Espejo III 35 2025
El Espejo;EEIII;35;Flame;4,32;2025;2024-2025;4.593;Pasa;El Espejo III 35 2025
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2013;2012-2013;384;Pasa;La Chimbera 23 2013
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2014;2013-2014;2.601;Pasa;La Chimbera 23 2014
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2015;2014-2015;6.407;Pasa;La Chimbera 23 2015
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2016;2015-2016;287;Pasa;La Chimbera 23 2016
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2017;2016-2017;4.612;Pasa;La Chimbera 23 2017
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2018;2017-2018;8.919;Pasa;La Chimbera 23 2018
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2019;2018-2019;3.131;Pasa;La Chimbera 23 2019
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2020;2019-2020;3.887;Pasa;La Chimbera 23 2020
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2021;2020-2021;25.938;Pasa;La Chimbera 23 2021
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2022;2021-2022;617;Pasa;La Chimbera 23 2022
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2023;2022-2023;6.500;Pasa;La Chimbera 23 2023
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2024;2023-2024;19.091;Pasa;La Chimbera 23 2024
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2025;2024-2025;6.200;Pasa;La Chimbera 23 2025
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2013;2012-2013;734;Pasa;La Chimbera 24 2013
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2014;2013-2014;1.765;Pasa;La Chimbera 24 2014
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2015;2014-2015;8.168;Pasa;La Chimbera 24 2015
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2016;2015-2016;8.106;Pasa;La Chimbera 24 2016
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2017;2016-2017;6.465;Pasa;La Chimbera 24 2017
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2018;2017-2018;8.737;Pasa;La Chimbera 24 2018
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2019;2018-2019;17.469;Pasa;La Chimbera 24 2019
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2020;2019-2020;19.539;Pasa;La Chimbera 24 2020
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2021;2020-2021;17.792;Pasa;La Chimbera 24 2021
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2022;2021-2022;7.418;Pasa;La Chimbera 24 2022
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2023;2022-2023;17.310;Pasa;La Chimbera 24 2023
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2024;2023-2024;23.411;Pasa;La Chimbera 24 2024
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2025;2024-2025;122.500;Uva;La Chimbera 24 2025
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2013;2012-2013;1.249;Pasa;La Chimbera 25 2013
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2014;2013-2014;3.348;Pasa;La Chimbera 25 2014
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2015;2014-2015;10.252;Pasa;La Chimbera 25 2015
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2016;2015-2016;9.108;Pasa;La Chimbera 25 2016
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2017;2016-2017;9.059;Pasa;La Chimbera 25 2017
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2018;2017-2018;12.240;Pasa;La Chimbera 25 2018
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2019;2018-2019;23.258;Pasa;La Chimbera 25 2019
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2020;2019-2020;10.024;Pasa;La Chimbera 25 2020
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2021;2020-2021;21.396;Pasa;La Chimbera 25 2021
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2022;2021-2022;8.389;Pasa;La Chimbera 25 2022
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2023;2022-2023;13.818;Pasa;La Chimbera 25 2023
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2024;2023-2024;21.478;Pasa;La Chimbera 25 2024
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2025;2024-2025;41.016;Pasa;La Chimbera 24 2025
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;17;Flame;2,24;2013;2012-2013;133;Pasa;La Chimbera 17 2013
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;17;Flame;2,24;2014;2013-2014;1.211;Pasa;La Chimbera 17 2014
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;17;Flame;2,24;2015;2014-2015;7.833;Pasa;La Chimbera 17 2015
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;17;Flame;2,24;2016;2015-2016;12.733;Pasa;La Chimbera 17 2016
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;17;Flame;2,24;2017;2016-2017;6.680;Pasa;La Chimbera 17 2017
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;17;Flame;2,24;2018;2017-2018;9.269;Pasa;La Chimbera 17 2018
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;17;Flame;2,24;2019;2018-2019;16.408;Pasa;La Chimbera 17 2019
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;17;Flame;2,24;2020;2019-2020;17.912;Pasa;La Chimbera 17 2020
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;17;Flame;2,24;2021;2020-2021;30.187;Pasa;La Chimbera 17 2021
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;17;Flame;2,24;2022;2021-2022;10.717;Pasa;La Chimbera 17 2022
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;17;Flame;2,24;2023;2022-2023;25.968;Pasa;La Chimbera 17 2023
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;17;Flame;2,24;2024;2023-2024;24.871;Pasa;La Chimbera 17 2024
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2025;2024-2025;89.000;Uva;La Chimbera 25 2025
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;19;Flame;2,24;2013;2012-2013;893;Pasa;La Chimbera 19 2013
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;19;Flame;2,24;2014;2013-2014;860;Pasa;La Chimbera 19 2014
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;19;Flame;2,24;2015;2014-2015;5.537;Pasa;La Chimbera 19 2015
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;19;Flame;2,24;2016;2015-2016;9.673;Pasa;La Chimbera 19 2016
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;19;Flame;2,24;2017;2016-2017;5.812;Pasa;La Chimbera 19 2017
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;19;Flame;2,24;2018;2017-2018;8.587;Pasa;La Chimbera 19 2018
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;19;Flame;2,24;2019;2018-2019;12.013;Pasa;La Chimbera 19 2019
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;19;Flame;2,24;2020;2019-2020;25.354;Pasa;La Chimbera 19 2020
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;19;Flame;2,24;2021;2020-2021;27.312;Pasa;La Chimbera 19 2021
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;19;Flame;2,24;2022;2021-2022;17.951;Pasa;La Chimbera 19 2022
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;19;Flame;2,24;2023;2022-2023;22.403;Pasa;La Chimbera 19 2023
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;19;Flame;2,24;2024;2023-2024;30.390;Pasa;La Chimbera 19 2024
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;25;Arizul;2,84;2025;2024-2025;21.510;Pasa;La Chimbera 25 2025
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;21;Flame;2,24;2014;2013-2014;210;Pasa;La Chimbera 21 2014
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;21;Flame;2,24;2015;2014-2015;6.213;Pasa;La Chimbera 21 2015
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;21;Flame;2,24;2016;2015-2016;8.085;Pasa;La Chimbera 21 2016
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;21;Flame;2,24;2017;2016-2017;4.152;Pasa;La Chimbera 21 2017
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;21;Flame;2,24;2018;2017-2018;15.512;Pasa;La Chimbera 21 2018
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;21;Flame;2,24;2019;2018-2019;12.207;Pasa;La Chimbera 21 2019
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;21;Flame;2,24;2020;2019-2020;24.466;Pasa;La Chimbera 21 2020
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;21;Flame;2,24;2021;2020-2021;29.149;Pasa;La Chimbera 21 2021
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;21;Flame;2,24;2022;2021-2022;15.162;Pasa;La Chimbera 21 2022
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;21;Flame;2,24;2023;2022-2023;27.905;Pasa;La Chimbera 21 2023
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;21;Flame;2,24;2024;2023-2024;33.143;Pasa;La Chimbera 21 2024
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;26;Arizul;2,88;2025;2024-2025;140.100;Uva;La Chimbera 26 2025
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;2;Flame;4,75;2014;2013-2014;11.816;Pasa;Puente Alto 2 2014
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;2;Flame;4,75;2015;2014-2015;36.978;Pasa;Puente Alto 2 2015
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;2;Flame;4,75;2016;2015-2016;34.348;Pasa;Puente Alto 2 2016
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;2;Flame;4,75;2017;2016-2017;18.618;Pasa;Puente Alto 2 2017
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;2;Flame;5,13;2018;2017-2018;53.666;Pasa;Puente Alto 2 2018
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;2;Flame;5,13;2019;2018-2019;19.922;Pasa;Puente Alto 2 2019
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;2;Flame;4,75;2020;2019-2020;37.982;Pasa;Puente Alto 2 2020
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;2;Flame;4,75;2021;2020-2021;39.679;Pasa;Puente Alto 2 2021
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;2;Flame;4,75;2022;2021-2022;38.817;Pasa;Puente Alto 2 2022
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;2;Flame;5,13;2023;2022-2023;30.072;Pasa;Puente Alto 2 2023
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;2;Flame;5,13;2024;2023-2024;32.048;Pasa;Puente Alto 2 2024
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;6;Arizul;3,5;2025;2024-2025;26.380;Pasa;Puente Alto 6 2025
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;3;Flame;5,11;2014;2013-2014;2.059;Pasa;Puente Alto 3 2014
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;3;Flame;5,11;2017;2016-2017;827;Pasa;Puente Alto 3 2017
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;3;Flame;5,11;2018;2017-2018;8.952;Pasa;Puente Alto 3 2018
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;3;Flame;5,11;2019;2018-2019;12.308;Pasa;Puente Alto 3 2019
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;3;Flame;5,11;2020;2019-2020;36.632;Pasa;Puente Alto 3 2020
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;3;Flame;5,11;2021;2020-2021;34.212;Pasa;Puente Alto 3 2021
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;3;Flame;5,11;2022;2021-2022;50.214;Pasa;Puente Alto 3 2022
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;3;Flame;5,11;2023;2022-2023;16.498;Pasa;Puente Alto 3 2023
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;3;Flame;5,11;2024;2023-2024;56.543;Pasa;Puente Alto 3 2024
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;7;Selma;1,15;2025;2024-2025;22.730;Uva;Puente Alto 7 2025
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;4;Flame;4,44;2014;2013-2014;1.003;Pasa;Puente Alto 4 2014
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;4;Flame;4,44;2016;2015-2016;703;Pasa;Puente Alto 4 2016
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;4;Flame;4,44;2017;2016-2017;4.018;Pasa;Puente Alto 4 2017
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;4;Flame;4,44;2018;2017-2018;11.186;Pasa;Puente Alto 4 2018
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;4;Flame;4,44;2019;2018-2019;8.725;Pasa;Puente Alto 4 2019
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;4;Flame;4,44;2020;2019-2020;16.339;Pasa;Puente Alto 4 2020
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;4;Flame;4,44;2021;2020-2021;35.664;Pasa;Puente Alto 4 2021
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;4;Flame;4,44;2022;2021-2022;31.674;Pasa;Puente Alto 4 2022
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;4;Flame;4,44;2023;2022-2023;15.437;Pasa;Puente Alto 4 2023
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;4;Flame;4,44;2024;2023-2024;39.886;Pasa;Puente Alto 4 2024
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;7;Selma;1,15;2025;2024-2025;6.310;Pasa;Puente Alto 7 2025
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;15;Flame;3,69;2013;2012-2013;852;Pasa;La Chimbera 15 2013
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;15;Flame;3,69;2014;2013-2014;8.766;Pasa;La Chimbera 15 2014
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;15;Flame;3,69;2015;2014-2015;12.945;Pasa;La Chimbera 15 2015
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;15;Flame;3,69;2016;2015-2016;17.665;Pasa;La Chimbera 15 2016
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;15;Flame;3,69;2017;2016-2017;3.938;Pasa;La Chimbera 15 2017
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;15;Flame;3,69;2018;2017-2018;27.809;Pasa;La Chimbera 15 2018
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;15;Flame;3,69;2019;2018-2019;23.825;Pasa;La Chimbera 15 2019
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;15;Flame;3,69;2020;2019-2020;39.094;Pasa;La Chimbera 15 2020
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;15;Flame;3,69;2021;2020-2021;14.924;Pasa;La Chimbera 15 2021
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;15;Flame;3,69;2022;2021-2022;1.521;Pasa;La Chimbera 15 2022
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;15;Flame;3,69;2023;2022-2023;36.850;Pasa;La Chimbera 15 2023
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;15;Flame;3,69;2024;2023-2024;36.234;Pasa;La Chimbera 15 2024
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;26;Arizul;2,88;2025;2024-2025;28.179;Pasa;La Chimbera 26 2025
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;16;Flame;4,4;2013;2012-2013;2.271;Pasa;La Chimbera 16 2013
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;16;Flame;4,4;2014;2013-2014;10.979;Pasa;La Chimbera 16 2014
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;16;Flame;4,4;2015;2014-2015;25.071;Pasa;La Chimbera 16 2015
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;16;Flame;4,4;2016;2015-2016;31.955;Pasa;La Chimbera 16 2016
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;16;Flame;4,4;2017;2016-2017;16.018;Pasa;La Chimbera 16 2017
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;16;Flame;4,4;2018;2017-2018;22.016;Pasa;La Chimbera 16 2018
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;16;Flame;4,4;2019;2018-2019;19.940;Pasa;La Chimbera 16 2019
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;16;Flame;4,4;2020;2019-2020;48.658;Pasa;La Chimbera 16 2020
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;16;Flame;4,4;2021;2020-2021;44.179;Pasa;La Chimbera 16 2021
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;16;Flame;4,4;2022;2021-2022;45.721;Pasa;La Chimbera 16 2022
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;16;Flame;4,4;2023;2022-2023;49.937;Pasa;La Chimbera 16 2023
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;16;Flame;4,4;2024;2023-2024;44.571;Pasa;La Chimbera 16 2024
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;27;Arizul;2,86;2025;2024-2025;121.200;Uva;La Chimbera 27 2025
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;18;Flame;4,4;2013;2012-2013;893;Pasa;La Chimbera 18 2013
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;18;Flame;4,4;2014;2013-2014;6.775;Pasa;La Chimbera 18 2014
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;18;Flame;4,4;2015;2014-2015;15.701;Pasa;La Chimbera 18 2015
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;18;Flame;4,4;2016;2015-2016;17.183;Pasa;La Chimbera 18 2016
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;18;Flame;4,4;2017;2016-2017;17.708;Pasa;La Chimbera 18 2017
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;18;Flame;4,4;2018;2017-2018;18.957;Pasa;La Chimbera 18 2018
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;18;Flame;4,4;2019;2018-2019;12.486;Pasa;La Chimbera 18 2019
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;18;Flame;4,4;2020;2019-2020;31.157;Pasa;La Chimbera 18 2020
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;18;Flame;4,4;2021;2020-2021;36.057;Pasa;La Chimbera 18 2021
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;18;Flame;4,4;2022;2021-2022;7.799;Pasa;La Chimbera 18 2022
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;18;Flame;4,4;2023;2022-2023;43.864;Pasa;La Chimbera 18 2023
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;18;Flame;4,4;2024;2023-2024;33.848;Pasa;La Chimbera 18 2024
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;27;Arizul;2,86;2025;2024-2025;25.055;Pasa;La Chimbera 27 2025
El Espejo;EEI;1;Flame;3,13;2022;2021-2022;18.756;Pasa;El Espejo I 1 2022
El Espejo;EEI;1;Flame;3,13;2023;2022-2023;25.695;Pasa;El Espejo I 1 2023
El Espejo;EEI;1;Flame;3,13;2024;2023-2024;27470,31919;Pasa;El Espejo I 1 2024
El Espejo;EEI;1;Flame;3,13;2025;2024-2025;34.418;Pasa;El Espejo I 1 2025
El Espejo;EEI;2;Flame;2,85;2022;2021-2022;9.017;Pasa;El Espejo I 2 2022
El Espejo;EEI;2;Flame;2,85;2023;2022-2023;23.012;Pasa;El Espejo I 2 2023
El Espejo;EEI;2;Flame;2,85;2024;2023-2024;26396,46382;Pasa;El Espejo I 2 2024
El Espejo;EEI;2;Flame;2,85;2025;2024-2025;39.582;Pasa;El Espejo I 2 2025
El Espejo;EEI;3;Flame;6,31;2023;2022-2023;488;Pasa;El Espejo I 3 2023
El Espejo;EEI;3;Flame;6,31;2024;2023-2024;0;Pasa;El Espejo I 3 2024
El Espejo;EEI;3;Flame;6,31;2025;2024-2025;8.625;Pasa;El Espejo I 3 2025
El Espejo;EEI;4;Flame;6,31;2022;2021-2022;17.133;Pasa;El Espejo I 4 2022
El Espejo;EEI;4;Flame;6,31;2023;2022-2023;46.268;Pasa;El Espejo I 4 2023
El Espejo;EEI;4;Flame;6,31;2024;2023-2024;39681,59682;Pasa;El Espejo I 4 2024
El Espejo;EEI;4;Flame;6,31;2025;2024-2025;63.769;Pasa;El Espejo I 4 2025
El Espejo;EEI;5;Flame;4,58;2023;2022-2023;407;Pasa;El Espejo I 5 2023
El Espejo;EEI;5;Flame;4,58;2024;2023-2024;0;Pasa;El Espejo I 5 2024
El Espejo;EEI;5;Flame;4,58;2025;2024-2025;4.440;Pasa;El Espejo I 5 2025
El Espejo;EEI;6;Flame;2,03;2023;2022-2023;163;Pasa;El Espejo I 6 2023
El Espejo;EEI;6;Flame;2,03;2024;2023-2024;0;Pasa;El Espejo I 6 2024
El Espejo;EEI;6;Flame;2,03;2025;2024-2025;3.321;Pasa;El Espejo I 6 2025
El Espejo;EEI;7;Flame;6,01;2022;2021-2022;2.525;Pasa;El Espejo I 7 2022
El Espejo;EEI;7;Flame;6,01;2023;2022-2023;43.828;Pasa;El Espejo I 7 2023
El Espejo;EEI;7;Flame;6,01;2024;2023-2024;51911,44622;Pasa;El Espejo I 7 2024
El Espejo;EEI;7;Flame;6,01;2025;2024-2025;65.631;Pasa;El Espejo I 7 2025
El Espejo;EEI;8;Flame;4,83;2022;2021-2022;541;Pasa;El Espejo I 8 2022
El Espejo;EEI;8;Flame;4,83;2023;2022-2023;20.410;Pasa;El Espejo I 8 2023
El Espejo;EEI;8;Flame;4,83;2024;2023-2024;37666,0128;Pasa;El Espejo I 8 2024
El Espejo;EEI;8;Flame;4,83;2025;2024-2025;45.881;Pasa;El Espejo I 8 2025
El Espejo;EEI;9;Flame;6,73;2022;2021-2022;7.575;Pasa;El Espejo I 9 2022
El Espejo;EEI;9;Flame;6,73;2023;2022-2023;56.269;Pasa;El Espejo I 9 2023
El Espejo;EEI;9;Flame;6,73;2024;2023-2024;57922,96053;Pasa;El Espejo I 9 2024
El Espejo;EEI;9;Flame;6,73;2025;2024-2025;67.026;Pasa;El Espejo I 9 2025
El Espejo;EEI;10;Flame;1,64;2023;2022-2023;610;Pasa;El Espejo I 10 2023
El Espejo;EEI;10;Flame;1,64;2024;2023-2024;203,5262483;Pasa;El Espejo I 10 2024
El Espejo;EEI;10;Flame;1,64;2025;2024-2025;7.169;Pasa;El Espejo I 10 2025
El Espejo;EEI;11;Flame;4,07;2023;2022-2023;203;Pasa;El Espejo I 11 2023
El Espejo;EEI;11;Flame;4,07;2024;2023-2024;0;Pasa;El Espejo I 11 2024
El Espejo;EEI;11;Flame;4,07;2025;2024-2025;9.255;Pasa;El Espejo I 11 2025
El Espejo;EEI;12;Flame;2,29;2023;2022-2023;447;Pasa;El Espejo I 12 2023
El Espejo;EEI;12;Flame;2,29;2024;2023-2024;0;Pasa;El Espejo I 12 2024
El Espejo;EEI;12;Flame;2,29;2025;2024-2025;12.289;Pasa;El Espejo I 12 2025
El Espejo;EEI;14;Flame;5,11;2023;2022-2023;488;Pasa;El Espejo I 14 2023
El Espejo;EEI;14;Flame;5,11;2024;2023-2024;0;Pasa;El Espejo I 14 2024
El Espejo;EEI;14;Flame;5,11;2025;2024-2025;5.600;Pasa;El Espejo I 14 2025
El Espejo;EEII;9;Flame;5,54;2022;2021-2022;7.867;Pasa;El Espejo II 9 2022
